x1	y1	x2	y2	id
16.5090008	5.1329999	16.3670006	5.1139998	556
16.5489998	3.8050001	16.6703091	3.6079869	557
16.5489998	3.8050001	17.4349995	4.3189998	558
16.552	9.0880003	16.758667	8.6988859	559
16.5881329	15.1714983	16.6529999	15.0170002	560
16.5881329	15.1714983	17.4214344	15.5421467	561
16.6360226	5.190371	16.6800003	5.0830002	562
16.6360226	5.190371	16.5090008	5.1329999	563
16.6480007	10.2989998	16.9279995	10.552	564
16.6480007	10.2989998	16.9459991	10.0389996	565
16.6529999	15.0170002	16.8626099	14.5456047	566
16.6703091	3.6079869	16.211174	3.5948131	567
16.6800003	5.0830002	16.8859997	5.138	568
16.6800003	5.0830002	15.7796097	4.6266069	569
16.7380009	18.6959991	17.6599998	18.7119999	570
16.7561836	3.610451	16.6703091	3.6079869	571
16.758667	8.6988859	16.8862286	8.4587135	572
16.807991	3.611937	17.5949993	4.0739999	573
16.807991	3.611937	16.7561836	3.610451	574
16.8250008	11.4949999	17.1439991	11.71	575
16.8626099	14.5456047	17.1940002	13.8030005	576
16.8859997	5.138	17.4349995	4.3189998	577
16.8862286	8.4587135	17.0809994	8.092	578
16.8862286	8.4587135	16.5030003	8.2040005	579
16.8929996	5.2820001	16.6360226	5.190371	580
16.9279995	10.552	17.1100006	10.6969995	581
16.9419994	12.118	16.4899998	13.0159998	582
16.9459991	10.0389996	17.0279999	9.9549999	583
17.0279999	9.9549999	17.2290001	10.125	584
17.0279999	9.9549999	17.2169991	9.7259998	585
17.0319996	5.3249998	16.8929996	5.2820001	586
17.0809994	8.092	17.3710003	7.4679999	587
17.0809994	8.092	17.9060001	8.7220001	588
17.0990009	16.2549992	17.4214344	15.5421467	589
17.1100006	10.6969995	17.2689991	10.8730001	590
17.1439991	11.71	17.3999996	11.8079996	591
17.1739998	17.8659992	16.7380009	18.6959991	592
17.1739998	17.8659992	17.743	16.5869999	593
17.1739998	17.8659992	17.4473476	17.9006481	594
17.1940002	13.8030005	17.5769997	12.9390001	595
17.2169991	9.7259998	17.9060001	8.7220001	596
17.2169991	9.7259998	16.552	9.0880003	597
17.2290001	10.125	17.6429996	10.4239998	598
17.2689991	10.8730001	17.4500008	11.1090002	599
17.3710003	7.4679999	17.5764389	7.0717092	600
17.3999996	11.8079996	17.4720001	11.8070002	601
17.4214344	15.5421467	17.7439995	14.8290005	602
17.4349995	4.3189998	17.4644604	4.2521591	603
17.4473476	17.9006481	17.5179996	18.4389992	604
17.4473476	17.9006481	18.7360001	18.0639992	605
17.4500008	11.1090002	17.8279991	11.3900003	606
17.4644604	4.2521591	17.5949993	4.0739999	607
17.4644604	4.2521591	18.0230007	4.6139998	608
17.4720001	11.8070002	17.9696884	12.0475893	609
17.4820004	5.4390001	17.0319996	5.3249998	610
17.5179996	18.4389992	17.6599998	18.7119999	611
17.5764389	7.0717092	18.5060005	7.4720001	612
17.5764389	7.0717092	17.8640003	6.5170002	613
17.5769997	12.9390001	17.7065144	12.6450005	614
17.5949993	4.0739999	17.8633022	3.6422169	615
17.6034451	5.4671011	16.9799995	6.7030001	616
17.6034451	5.4671011	17.4820004	5.4390001	617
17.6429996	10.4239998	18.459528	10.9356441	618
17.6599998	18.7119999	19.4839993	18.7250004	619
17.7065144	12.6450005	17.9696884	12.0475893	620
17.743	16.5869999	17.0990009	16.2549992	621
17.7439995	14.8290005	17.8946495	14.8998747	622
17.8279991	11.3900003	18.1510162	11.635972	623
17.8633022	3.6422169	16.807991	3.611937	624
17.8640003	6.5170002	18.3246307	5.6464381	625
17.8946495	14.8998747	18.402319	15.1387091	626
17.8946495	14.8998747	18.3610001	13.8669996	627
17.9060001	8.7220001	18.1122017	8.2802267	628
17.9696884	12.0475893	18.1510162	11.635972	629
18.0230007	4.6139998	17.4820004	5.4390001	630
18.1122017	8.2802267	18.327755	7.818418	631
18.1122017	8.2802267	18.4090004	8.4799995	632
18.1140003	5.5970001	17.6034451	5.4671011	633
18.1510162	11.635972	18.459528	10.9356441	634
18.3246307	5.6464381	18.1140003	5.5970001	635
18.327755	7.818418	18.5060005	7.4720001	636
18.327755	7.818418	19.5550003	8.6099997	637
18.3610001	13.8669996	18.6650467	13.1906729	638
18.3939991	16.8759995	17.743	16.5869999	639
18.402319	15.1387091	19.0020008	13.7880001	640
18.402319	15.1387091	18.90695	15.3761148	641
18.4090004	8.4799995	18.6949997	8.6920004	642
18.459528	10.9356441	18.5510006	10.7279997	643
18.459528	10.9356441	18.8080006	11.1540003	644
18.4994316	3.66047	19.0513325	4.0255418	645
18.4994316	3.66047	17.8633022	3.6422169	646
18.5060005	7.4720001	18.680275	7.0631671	647
18.5079994	17.3279991	19.184	17.5620003	648
18.5510006	10.7279997	18.7706013	10.2303782	649
18.6650467	13.1906729	17.7065144	12.6450005	650
18.6650467	13.1906729	18.9669991	12.5190001	651
18.6650467	13.1906729	19.1459999	13.4759998	652
18.680275	7.0631671	19.2955208	7.436564	653
18.680275	7.0631671	18.9239998	6.5409999	654
18.6949997	8.6920004	18.8999996	8.842	655
18.7102337	4.5974021	19.5488033	5.1472368	656
18.7102337	4.5974021	18.1140003	5.5970001	657
18.7351665	16.1498737	18.3939991	16.8759995	658
18.7351665	16.1498737	19.5478706	16.5372238	659
18.7360001	18.0639992	19.5030003	18.1189995	660
18.7706013	10.2303782	19.7100048	10.8217096	661
18.7706013	10.2303782	19.0654373	9.562274	662
18.8080006	11.1540003	19.4159222	11.538805	663
18.8999996	8.842	19.3062916	9.090313	664
18.90695	15.3761148	19.0639992	15.4499998	665
18.90695	15.3761148	19.6246185	13.831727	666
18.9239998	6.5409999	19.0540009	6.1719999	667
18.9669991	12.5190001	19.4159222	11.538805	668
19.0020008	13.7880001	19.1459999	13.4759998	669
19.0513325	4.0255418	19.8876877	4.5580668	670
19.0513325	4.0255418	18.7102337	4.5974021	671
19.0540009	6.1719999	19.0699177	6.0947471	672
19.0639992	15.4499998	18.7351665	16.1498737	673
19.0654373	9.562274	19.7342319	9.967659	674
19.0654373	9.562274	19.3062916	9.090313	675
19.0654373	9.562274	17.9060001	8.7220001	676
19.0699177	6.0947471	19.0949993	5.973	677
19.0949993	5.973	19.0990009	5.8390002	678
19.0990009	5.8390002	18.3246307	5.6464381	679
19.0990009	5.8390002	19.2619991	5.6999998	680
19.1459999	13.4759998	19.6272583	13.7386885	681
19.184	17.5620003	19.3530006	17.184	682
19.2561378	3.6821809	19.0513325	4.0255418	683
19.2561378	3.6821809	18.4994316	3.66047	684
19.2619991	5.6999998	19.5488033	5.1472368	685
19.2619991	5.6999998	19.8458424	6.0331941	686
19.2955208	7.436564	19.8334618	6.4696159	687
19.2955208	7.436564	19.7973919	7.7411528	688
19.3530006	17.184	19.5272503	17.2641487	689
19.3530006	17.184	19.541317	16.7682648	690
19.4159222	11.538805	19.707737	10.9016447	691
19.4159222	11.538805	19.6851063	11.6994572	692
19.4839993	18.7250004	19.5030003	18.1189995	693
19.5030003	18.1189995	19.5272503	17.2641487	694
19.5272503	17.2641487	19.541317	16.7682648	695
19.541317	16.7682648	19.5478706	16.5372238	696
19.5478706	16.5372238	19.6246185	13.831727	697
19.5488033	5.1472368	19.8876877	4.5580668	698
19.5550003	8.6099997	19.3062916	9.090313	699
19.6246185	13.831727	19.6272583	13.7386885	700
19.6272583	13.7386885	19.6851063	11.6994572	701
19.6851063	11.6994572	19.707737	10.9016447	702
19.707737	10.9016447	19.7100048	10.8217096	703
19.7100048	10.8217096	19.7342319	9.967659	704
19.7342319	9.967659	19.7973919	7.7411528	705
19.7973919	7.7411528	19.8334618	6.4696159	706
19.8334618	6.4696159	19.0699177	6.0947471	707
19.8334618	6.4696159	19.8362751	6.3704329	708
19.8362751	6.3704329	19.8458424	6.0331941	709
19.8458424	6.0331941	19.8876877	4.5580668	710
19.8876877	4.5580668	19.8896084	4.4903941	711
19.8896084	4.4903941	19.9120007	3.701	712
19.9120007	3.701	19.2561378	3.6821809	713
