"time","latitude","longitude","depth","mag","magType","id","place","STUSPS","FIPS"
"2015-01-04T20:08:14.199Z",41.8825,-119.6389,10.4046,3.91,"ml","nn00475344","67km ESE of Lakeview, Oregon","NV","32031"
"2015-01-04T13:21:55.250Z",44.4777,-114.1742,6.12,3.7,"mwr","usc000tblx","5km ESE of Challis, Idaho","ID","16037"
"2015-01-04T10:55:39.800Z",37.2454,-98.0233,4.87,3.5,"mb_lg","usc000tblj","4km S of Harper, Kansas","KS","20077"
"2015-01-04T10:47:54.900Z",44.464,-114.1671,11.5,3.8,"ml","usc000tbl0","6km SE of Challis, Idaho","ID","16037"
"2015-01-04T09:56:43.280Z",41.883,-119.6218,10.205,4.1,"mwr","usc000tbkm","68km ESE of Lakeview, Oregon","NV","32031"
"2015-01-04T09:28:37.156Z",41.9063,-119.66,11.7226,3.28,"ml","nn00475225","64km ESE of Lakeview, Oregon","NV","32031"
"2015-01-04T08:32:33.655Z",41.8741,-119.6286,8.0907,3.2,"ml","nn00475208","68km ESE of Lakeview, Oregon","NV","32031"
"2015-01-04T07:34:12.300Z",44.4793,-114.1761,10.5,3.8,"mwr","usc000tbk8","5km ESE of Challis, Idaho","ID","16037"
"2015-01-04T07:03:21.114Z",41.9069,-119.6541,5.3564,3.06,"ml","nn00475188","65km ESE of Lakeview, Oregon","NV","32031"
"2015-01-04T06:35:23.600Z",44.445,-114.1493,10.9,3.6,"mwr","usc000tbk2","9km SE of Challis, Idaho","ID","16037"
"2015-01-04T06:03:43.724Z",41.8592,-119.6233,7.1564,3.38,"ml","nn00475168","70km ESE of Lakeview, Oregon","NV","32031"
"2015-01-04T03:18:09.480Z",34.6173333,-118.6301667,8.84,4.25,"mw","ci37301704","10km N of Castaic Lake dam, California","CA","06037"
"2015-01-04T02:58:10.810Z",34.6101667,-118.6355,9.23,3.03,"ml","ci37301696","10km N of Castaic Lake dam, California","CA","06037"
"2015-01-04T02:23:03.100Z",44.4566,-114.1648,12.4,3,"ml","usc000tbiw","7km SE of Challis, Idaho","ID","16037"
"2015-01-04T01:25:13.700Z",44.4483,-114.1421,11.7,3.5,"ml","usc000thm7","9km SE of Challis, Idaho","ID","16037"
"2015-01-03T22:58:25.500Z",44.4448,-114.137,12.6,3.3,"ml","usc000tbjd","10km SE of Challis, Idaho","ID","16037"
"2015-01-03T20:38:09.600Z",44.4441,-114.1375,12.3,3,"ml","usc000tcae","10km SE of Challis, Idaho","ID","16037"
"2015-01-03T20:34:20.500Z",44.4576,-114.15,11.7,3,"ml","usc000thm4","8km SE of Challis, Idaho","ID","16037"
"2015-01-03T19:29:41.200Z",44.4435,-114.1451,12.8,3.1,"ml","usc000thm2","9km SE of Challis, Idaho","ID","16037"
"2015-01-03T19:19:26.900Z",44.4465,-114.1431,13.5,3.3,"ml","usc000tbiv","9km SE of Challis, Idaho","ID","16037"
"2015-01-03T18:28:47.200Z",36.853,-98.2769,6.269,3,"ml","usc000tbgq","13km NNE of Cherokee, Oklahoma","OK","40003"
"2015-01-03T18:06:00.000Z",44.4455,-114.144,13.8,3.1,"md","usc000thlv","9km SE of Challis, Idaho","ID","16037"
"2015-01-03T17:44:03.530Z",44.5074,-114.112,8.5,5,"mww","usc000tbfq","9km E of Challis, Idaho","ID","16037"
"2015-01-03T16:54:48.400Z",36.6592,-97.6265,5,3.4,"ml","usc000tbfj","18km SSE of Medford, Oklahoma","OK","40053"
"2015-01-03T14:44:52.650Z",39.8105,-123.4813333,9.12,3.27,"mw","nc72374656","13km N of Laytonville, California","CA","06045"
"2015-01-03T12:16:30.600Z",36.8466,-97.8137,6.076,3.4,"ml","usc000tbeh","8km WNW of Medford, Oklahoma","OK","40053"
"2015-01-03T05:04:55.000Z",61.1184,-145.6853,16.6,3.3,"ml","ak11477999","35km E of Valdez, Alaska","AK","02261"
"2015-01-02T21:47:13.000Z",59.8695,-153.6369,164.3,3,"ml","ak11477920","73km E of Old Iliamna, Alaska","AK","02122"
"2015-01-02T16:52:28.500Z",36.2859,-96.8989,4.005,3,"ml","usc000tbar","10km SW of Pawnee, Oklahoma","OK","40117"
"2015-01-02T09:23:24.200Z",36.7301,-98.3055,5.566,3.1,"ml","usc000tb8y","5km ESE of Cherokee, Oklahoma","OK","40003"
"2015-01-02T00:19:33.300Z",36.8885,-98.2399,6.652,3.1,"ml","usc000tb7g","18km NE of Cherokee, Oklahoma","OK","40003"
"2015-01-01T21:18:15.720Z",38.3646667,-122.6068333,7.42,3,"ml","nc72373706","7km SW of Kenwood, California","CA","06097"
"2015-01-01T14:44:08.500Z",36.8137,-97.71,3.2,3.6,"ml","usc000tb5s","2km ENE of Medford, Oklahoma","OK","40053"
"2015-01-01T13:44:20.345Z",41.8175,-119.6189,3.5746,3,"ml","nn00474756","72km SE of Lakeview, Oregon","NV","32031"
"2015-01-01T12:05:49.100Z",36.929,-97.4929,6.535,3.1,"ml","usc000tb51","15km SE of Caldwell, Kansas","OK","40053"
"2015-01-01T00:26:09.600Z",36.6558,-97.6348,5.319,3,"ml","usc000tb61","18km SSE of Medford, Oklahoma","OK","40053"
"2014-12-31T18:31:39.990Z",32.9473,-100.8401,5,3.2,"mb_lg","usc000tazd","26km NNE of Snyder, Texas","TX","48415"
"2014-12-31T13:19:45.000Z",66.938,-156.2565,10.3,3.1,"ml","ak11476362","27km E of Kobuk, Alaska","AK","02188"
"2014-12-31T07:19:10.200Z",36.7211,-98.1713,5.836,3.1,"ml","usc000taxd","16km ESE of Cherokee, Oklahoma","OK","40003"
"2014-12-31T06:27:41.910Z",34.6101667,-118.6353333,9,3.11,"ml","ci37300496","10km N of Castaic Lake dam, California","CA","06037"
"2014-12-30T21:37:24.900Z",36.7251,-98.3084,5.485,3.8,"ml","usc000taut","5km SE of Cherokee, Oklahoma","OK","40003"
"2014-12-30T21:24:51.100Z",36.7255,-98.3075,5.55,3.9,"ml","usc000tauk","5km SE of Cherokee, Oklahoma","OK","40003"
"2014-12-30T18:00:35.000Z",61.5098,-149.0586,37.1,3.3,"ml","ak11475862","3km SSW of Butte, Alaska","AK","02170"
"2014-12-30T15:11:50.100Z",36.5709,-98.3251,5,3.1,"ml","usc000tasq","5km WNW of Helena, Oklahoma","OK","40003"
"2014-12-30T12:43:58.900Z",36.3619,-97.4506,6.495,3.1,"ml","usc000tast","16km WNW of Perry, Oklahoma","OK","40103"
"2014-12-30T11:05:53.500Z",36.6252,-97.7233,6.548,3,"ml","usc000texr","20km S of Medford, Oklahoma","OK","40053"
"2014-12-30T02:09:45.100Z",44.457,-114.1503,11.1,3.3,"ml","usc000taqp","8km SE of Challis, Idaho","ID","16037"
"2014-12-30T00:12:02.710Z",35.9366667,-117.2221667,7.36,3.47,"ml","ci37300152","23km NE of Trona, California","CA","06027"
"2014-12-29T17:50:55.000Z",36.7545,-98.1778,5,3.1,"ml","usc000takq","15km E of Cherokee, Oklahoma","OK","40003"
"2014-12-29T16:15:55.200Z",36.8363,-97.8757,4.874,3.3,"ml","usc000tajx","13km WNW of Medford, Oklahoma","OK","40053"
"2014-12-29T08:30:05.100Z",36.361,-97.4511,5,3,"ml","usc000taic","16km WNW of Perry, Oklahoma","OK","40103"
"2014-12-29T06:56:46.660Z",39.6751667,-111.9696667,2.27,3.17,"ml","uu60096897","12km WSW of Nephi, Utah","UT","49023"
"2014-12-29T06:08:18.460Z",39.664,-111.9718333,3.85,3.66,"ml","uu60096887","12km WSW of Nephi, Utah","UT","49023"
"2014-12-28T10:02:56.700Z",35.8147,-97.4181,7.123,3,"ml","usc000tadx","7km S of Guthrie, Oklahoma","OK","40083"
"2014-12-27T21:15:47.930Z",58.415,-137.0415,1,3.5,"ml","usc000taax","76km W of Gustavus, Alaska","AK","02105"
"2014-12-27T17:22:45.000Z",67.6721,-162.2403,13.2,3.3,"ml","ak11474190","16km NNW of Noatak, Alaska","AK","02188"
"2014-12-27T16:39:57.000Z",36.2837,-96.8918,4.466,3.4,"ml","usc000ta8y","9km SW of Pawnee, Oklahoma","OK","40117"
"2014-12-27T11:17:14.500Z",35.9107,-97.2513,4.832,3,"ml","usc000ta7c","3km S of Langston, Oklahoma","OK","40083"
"2014-12-27T08:23:24.760Z",37.0159,-104.8487,3.51,3,"ml","usc000ta6r","35km WSW of Trinidad, Colorado","CO","08071"
"2014-12-27T03:21:36.200Z",35.8143,-97.4177,6.738,3,"ml","usc000ta60","7km S of Guthrie, Oklahoma","OK","40083"
"2014-12-26T18:03:37.500Z",35.8104,-97.416,5.483,3.1,"ml","usc000ta2x","7km S of Guthrie, Oklahoma","OK","40083"
"2014-12-26T17:12:57.300Z",36.8021,-98.1623,5,3,"ml","usc000ta2z","18km ENE of Cherokee, Oklahoma","OK","40003"
"2014-12-25T23:11:36.400Z",36.368,-97.0684,1.98,3.9,"ml","usc000ta04","21km ENE of Perry, Oklahoma","OK","40103"
"2014-12-25T20:32:49.500Z",35.8124,-97.4167,6.945,3.5,"mwr","usc000t9zk","7km S of Guthrie, Oklahoma","OK","40083"
"2014-12-24T07:58:31.928Z",41.8605,-119.6316,9.4455,3.58,"ml","nn00473581","65km ESE of Lakeview, Oregon","NV","32031"
"2014-12-24T06:00:11.470Z",33.1783333,-115.6041667,1.08,3.56,"ml","ci37298680","3km ENE of Obsidian Butte, California","CA","06025"
"2014-12-24T05:51:51.440Z",33.1851667,-115.6085,1.33,4.19,"mw","ci37298672","3km ENE of Obsidian Butte, California","CA","06025"
"2014-12-24T04:10:37.400Z",44.4556,-114.1515,9.7,3.7,"ml","usc000t9mc","8km SE of Challis, Idaho","ID","16037"
"2014-12-23T20:35:28.400Z",36.8913,-97.6911,5.554,3,"ml","usc000t9i2","10km NNE of Medford, Oklahoma","OK","40053"
"2014-12-23T13:52:34.700Z",44.4606,-114.1566,10.7,3.8,"ml","usc000t9de","7km SE of Challis, Idaho","ID","16037"
"2014-12-23T12:33:36.450Z",36.9501,-104.7718,8.59,3.4,"ml","usc000t9d5","30km W of Raton, New Mexico","NM","35007"
"2014-12-23T11:56:26.200Z",44.42,-114.159,6.5,3.9,"ml","usc000td7c","11km SSE of Challis, Idaho","ID","16037"
"2014-12-23T11:55:54.000Z",44.4535,-114.152,10.4,3.7,"ml","usc000t9cz","8km SE of Challis, Idaho","ID","16037"
"2014-12-23T11:53:33.700Z",44.4553,-114.1576,10,3.4,"ml","usc000t9cy","8km SE of Challis, Idaho","ID","16037"
"2014-12-23T07:59:01.450Z",34.0200005,-117.2286682,17.02,3.14,"ml","ci37298432","4km SE of Loma Linda, California","CA","06071"
"2014-12-23T01:42:00.175Z",41.833,-119.6264,8.0552,3.54,"ml","nn00473336","71km ESE of Lakeview, Oregon","NV","32031"
"2014-12-23T01:31:21.500Z",44.4466,-114.1375,11.8,3.3,"ml","usc000t9b1","9km SE of Challis, Idaho","ID","16037"
"2014-12-22T20:44:19.000Z",53.4127,-167.2182,72.8,3,"ml","usc000tald","68km SW of Unalaska, Alaska","AK","02016"
"2014-12-22T17:20:36.800Z",44.473,-114.1635,9.1,3.7,"ml","usc000t94m","6km ESE of Challis, Idaho","ID","16037"
"2014-12-22T11:12:38.300Z",36.2766,-97.2252,6.162,3,"ml","usc000t937","5km ESE of Perry, Oklahoma","OK","40103"
"2014-12-22T07:45:07.010Z",37.2649,-97.9365,6.02,3.5,"mb_lg","usc000t91z","8km ESE of Harper, Kansas","KS","20077"
"2014-12-22T07:40:20.000Z",60.1203,-152.8976,119.5,3.5,"ml","ak11471163","41km SSW of Redoubt Volcano, Alaska","AK","02122"
"2014-12-22T05:05:53.500Z",36.0671,-97.3586,6.97,3,"ml","usc000t90z","16km NW of Langston, Oklahoma","OK","40083"
"2014-12-22T03:40:56.800Z",36.8024,-98.1933,5,3.6,"mwr","usc000t90l","15km ENE of Cherokee, Oklahoma","OK","40003"
"2014-12-21T18:42:55.300Z",36.6285,-97.7101,4.018,3.4,"ml","usc000t8xu","19km S of Medford, Oklahoma","OK","40053"
"2014-12-21T18:36:00.100Z",36.6267,-97.7149,4.664,3.4,"ml","usc000t8xq","20km S of Medford, Oklahoma","OK","40053"
"2014-12-21T15:44:05.800Z",36.9379,-97.7253,1.487,3.3,"ml","usc000t8ws","14km SW of Caldwell, Kansas","OK","40053"
"2014-12-21T08:53:23.400Z",36.5278,-98.227,4.215,3,"ml","usc000t8v7","4km ESE of Helena, Oklahoma","OK","40003"
"2014-12-21T05:59:04.100Z",36.761,-97.5719,7.594,3.1,"ml","usc000t8uh","15km ESE of Medford, Oklahoma","OK","40053"
"2014-12-21T01:17:09.400Z",36.1751,-97.3867,5.187,3,"ml","usc000t8t4","15km SW of Perry, Oklahoma","OK","40103"
"2014-12-20T23:30:38.000Z",60.126,-152.7964,112.3,3.1,"ml","ak11470181","40km S of Redoubt Volcano, Alaska","AK","02122"
"2014-12-20T07:32:43.000Z",63.1683,-150.3498,112.4,3.1,"ml","ak11469605","74km WSW of Cantwell, Alaska","AK","02068"
"2014-12-20T06:33:43.000Z",60.1324,-153.1265,144.2,3.2,"ml","ak11469588","44km SSW of Redoubt Volcano, Alaska","AK","02122"
"2014-12-20T04:16:09.000Z",63.3672,-145.2549,4.1,3.2,"ml","ak11469565","56km S of Deltana, Alaska","AK","02240"
"2014-12-19T16:40:24.000Z",63.5396,-147.3884,4.9,3.3,"ml","ak11469080","79km ENE of Cantwell, Alaska","AK","02068"
"2014-12-19T14:01:06.920Z",44.9556667,-123.5536667,24.74,3.15,"ml","uw60940797","12km SSE of Grand Ronde, Oregon","OR","41053"
"2014-12-19T13:37:12.306Z",41.881,-119.6209,8.1235,3.12,"ml","nn00472687","71km ESE of Lakeview, Oregon","NV","32031"
"2014-12-19T13:33:14.124Z",41.8842,-119.6269,8.4884,3.28,"ml","nn00474377","73km ESE of Lakeview, Oregon","NV","32031"
"2014-12-19T13:32:58.717Z",41.8899,-119.6336,8.4156,3.1,"ml","nn00474360","66km ESE of Lakeview, Oregon","NV","32031"
"2014-12-19T13:18:08.200Z",36.7564,-97.5659,4.474,3.3,"ml","usc000t89b","15km ESE of Medford, Oklahoma","OK","40053"
"2014-12-18T23:06:54.000Z",36.1511,-97.4904,4.659,3.4,"mwr","usc000t82b","23km SW of Perry, Oklahoma","OK","40083"
"2014-12-18T22:05:33.000Z",66.744,-153.6118,8.7,3.1,"ml","ak11468204","48km WNW of New Allakaket, Alaska","AK","02290"
"2014-12-18T12:10:58.000Z",61.4103,-149.9118,26.7,3.4,"ml","ak11467925","12km S of Big Lake, Alaska","AK","02170"
"2014-12-18T04:14:31.750Z",38.4343333,-119.2673333,11.32,3.2,"ml","nc72366266","20km N of Bridgeport, California","CA","06051"
"2014-12-17T19:38:15.640Z",32.9504,-88.0198,9.17,3.4,"mb_lg","usc000t7r4","17km NW of Eutaw, Alabama","AL","01063"
"2014-12-16T17:18:35.600Z",36.8689,-98.1236,5.638,3.1,"ml","usc000t7e4","24km ENE of Cherokee, Oklahoma","OK","40003"
"2014-12-16T17:01:26.800Z",36.8676,-98.1224,5.69,3.4,"ml","usc000t7d0","24km ENE of Cherokee, Oklahoma","OK","40003"
"2014-12-15T18:22:17.000Z",35.4929,-96.8293,6.581,3,"ml","usc000t71g","6km E of Meeker, Oklahoma","OK","40081"
"2014-12-15T17:01:56.700Z",36.1821,-97.3721,5.78,3.2,"ml","usc000t70h","14km SSW of Perry, Oklahoma","OK","40103"
"2014-12-15T14:46:03.810Z",41.8844,-119.6128,6.4257,3.21,"ml","nn00472133","73km ESE of Lakeview, Oregon","NV","32031"
"2014-12-15T06:44:16.600Z",36.0589,-81.5195,13.2,3,"mblg","se60063272","16km N of Lenoir, North Carolina","NC","37027"
"2014-12-15T06:10:43.420Z",36.4281667,-120.4061667,11.58,3.41,"mw","nc72364941","27km SW of San Joaquin, California","CA","06019"
"2014-12-15T05:34:59.000Z",60.2455,-153.0553,138.6,3.4,"ml","ak11466557","31km SSW of Redoubt Volcano, Alaska","AK","02122"
"2014-12-15T03:19:38.000Z",59.0645,-136.2312,4.3,3.1,"ml","usc000t854","48km WSW of Haines, Alaska","AK","02105"
"2014-12-15T02:32:50.700Z",36.3126,-96.7571,4.047,3,"ml","usc000t6qm","5km SE of Pawnee, Oklahoma","OK","40117"
"2014-12-14T22:58:02.462Z",41.8885,-119.6286,8.7286,3.24,"ml","nn00472003","69km ESE of Lakeview, Oregon","NV","32031"
"2014-12-14T22:22:55.200Z",36.3274,-97.5262,6.641,3.2,"ml","usc000t6nu","21km W of Perry, Oklahoma","OK","40047"
"2014-12-14T21:18:20.500Z",36.3187,-96.7553,4.679,4,"mwr","usc000t6mn","4km ESE of Pawnee, Oklahoma","OK","40117"
"2014-12-14T21:07:13.400Z",36.3245,-97.5351,6.649,3.1,"ml","usc000t6p1","22km W of Perry, Oklahoma","OK","40047"
"2014-12-14T17:26:50.453Z",41.8848,-119.6205,8.6223,3.35,"ml","nn00471929","68km ESE of Lakeview, Oregon","NV","32031"
"2014-12-14T16:09:47.500Z",36.3274,-97.5343,5.511,3,"ml","usc000t6kf","22km W of Perry, Oklahoma","OK","40047"
"2014-12-14T15:48:41.600Z",36.3258,-97.5324,6.423,3.8,"ml","usc000t6js","22km W of Perry, Oklahoma","OK","40047"
"2014-12-14T10:19:54.700Z",36.3176,-96.7569,5.221,3.1,"ml","usc000t6ht","4km ESE of Pawnee, Oklahoma","OK","40117"
"2014-12-14T09:14:21.100Z",36.8706,-98.1272,5.413,3.9,"mwr","usc000t6hb","24km ENE of Cherokee, Oklahoma","OK","40003"
"2014-12-14T05:01:42.300Z",36.3251,-97.5296,6.574,3,"ml","usc000t6kw","22km W of Perry, Oklahoma","OK","40047"
"2014-12-13T22:30:08.000Z",61.9881,-149.5324,57.3,3.2,"ml","ak11465490","25km SE of Y, Alaska","AK","02170"
"2014-12-13T15:47:31.000Z",64.4325,-149.3839,12.4,3.3,"ml","ak11465002","20km SW of North Nenana, Alaska","AK","02290"
"2014-12-13T09:51:30.700Z",36.3241,-97.5347,6.495,3.6,"ml","usc000t6an","22km W of Perry, Oklahoma","OK","40047"
"2014-12-12T19:48:36.900Z",36.2623,-97.0378,5.088,3.3,"ml","usc000t64i","16km N of Stillwater, Oklahoma","OK","40103"
"2014-12-12T11:31:46.400Z",36.3524,-97.091,8.474,3.3,"ml","usc000t5xc","19km ENE of Perry, Oklahoma","OK","40103"
"2014-12-11T20:51:03.200Z",36.8707,-98.1223,5.615,3.4,"ml","usc000t5sx","24km ENE of Cherokee, Oklahoma","OK","40003"
"2014-12-11T19:57:45.800Z",36.9511,-97.7998,5,3.1,"ml","usc000t5p7","17km NNW of Medford, Oklahoma","OK","40053"
"2014-12-11T07:53:49.400Z",36.7616,-98.0542,3.663,3.8,"mwr","usc000t5ia","27km E of Cherokee, Oklahoma","OK","40053"
"2014-12-11T02:56:28.000Z",67.3628,-145.9784,1.6,3.1,"ml","ak11462736","87km SSW of Arctic Village, Alaska","AK","02290"
"2014-12-11T00:48:39.000Z",60.7387,-151.0303,20.1,3,"ml","ak11462686","15km ENE of Nikiski, Alaska","AK","02122"
"2014-12-11T00:06:29.828Z",41.8805,-119.6287,8.9942,3.52,"ml","nn00471492","71km ESE of Lakeview, Oregon","NV","32031"
"2014-12-10T22:46:20.160Z",41.897,-119.6304,10.1319,3.45,"ml","nn00471483","69km ESE of Lakeview, Oregon","NV","32031"
"2014-12-10T17:43:23.700Z",36.1473,-97.0076,5.516,3,"ml","usc000t595","5km NE of Stillwater, Oklahoma","OK","40119"
"2014-12-10T16:47:45.300Z",36.8722,-98.1235,5.318,3,"ml","usc000t58z","24km ENE of Cherokee, Oklahoma","OK","40003"
"2014-12-10T14:22:49.738Z",41.8644,-119.6315,7.8425,3.23,"ml","nn00471406","72km ESE of Lakeview, Oregon","NV","32031"
"2014-12-10T14:07:29.554Z",41.8851,-119.6256,8.8988,3.13,"ml","nn00471404","72km ESE of Lakeview, Oregon","NV","32031"
"2014-12-10T13:53:43.645Z",41.8647,-119.6441,8.1535,3.24,"ml","nn00471405","71km ESE of Lakeview, Oregon","NV","32031"
"2014-12-10T13:52:33.794Z",41.8692,-119.6287,7.2599,3.14,"ml","nn00471409","72km ESE of Lakeview, Oregon","NV","32031"
"2014-12-10T13:50:58.204Z",41.8773,-119.6316,8.8267,4.08,"ml","nn00471401","71km ESE of Lakeview, Oregon","NV","32031"
"2014-12-10T11:32:02.000Z",65.1531,-149.1174,13.9,3.3,"ml","ak11462269","62km NW of Ester, Alaska","AK","02290"
"2014-12-10T10:09:13.900Z",35.8176,-97.4329,4.865,3.1,"ml","usc000t53q","6km S of Guthrie, Oklahoma","OK","40083"
"2014-12-10T06:39:25.200Z",36.8405,-97.8152,5.651,3.1,"ml","usc000t52g","8km WNW of Medford, Oklahoma","OK","40053"
"2014-12-09T13:56:37.000Z",65.9091,-150.3714,17,3,"ml","ak11461589","101km N of Manley Hot Springs, Alaska","AK","02290"
"2014-12-09T08:38:01.300Z",36.751,-97.556,4.531,3.2,"ml","usc000t4sr","17km ESE of Medford, Oklahoma","OK","40053"
"2014-12-09T06:28:33.100Z",35.8188,-96.8213,6.036,3.7,"ml","usc000t4rh","14km NNE of Chandler, Oklahoma","OK","40081"
"2014-12-09T02:20:26.000Z",63.2592,-150.5714,128.7,3.3,"ml","ak11461266","82km W of Cantwell, Alaska","AK","02068"
"2014-12-08T14:15:54.312Z",41.8131,-119.6175,4.1713,3.29,"ml","nn00471078","73km SE of Lakeview, Oregon","NV","32031"
"2014-12-08T14:05:51.800Z",35.7378,-97.5863,6.978,3.2,"ml","usc000t4ja","13km NW of Edmond, Oklahoma","OK","40083"
"2014-12-07T22:13:08.300Z",35.8197,-97.4393,5.147,3.6,"mwr","usc000t4gi","6km S of Guthrie, Oklahoma","OK","40083"
"2014-12-07T20:57:22.500Z",34.1752,-96.7559,5,3,"ml","usc000t4g8","9km N of Madill, Oklahoma","OK","40069"
"2014-12-07T12:59:05.800Z",36.0031667,-117.9105,5.71,3.09,"ml","ci37067415","6km SE of Coso Junction, California","CA","06027"
"2014-12-07T11:08:41.000Z",60.1212,-153.1126,132.3,3.3,"ml","ak11458683","45km SSW of Redoubt Volcano, Alaska","AK","02122"
"2014-12-07T00:12:34.000Z",60.8367,-152.379,111.2,3.4,"ml","ak11458422","43km NNE of Redoubt Volcano, Alaska","AK","02122"
"2014-12-06T15:06:02.690Z",37.379,-118.5208333,11.68,3.32,"mw","nc72361051","6km WNW of West Bishop, California","CA","06027"
"2014-12-06T12:23:19.500Z",34.8203333,-116.4153333,3.38,3.46,"ml","ci37066951","56km E of Barstow, California","CA","06071"
"2014-12-06T07:04:22.100Z",36.7612,-98.0514,5.8,3.2,"ml","usc000t48b","27km E of Cherokee, Oklahoma","OK","40053"
"2014-12-06T03:56:53.000Z",60.7024,-151.9829,92.4,3.4,"ml","ak11457720","37km W of Nikiski, Alaska","AK","02122"
"2014-12-06T02:16:07.360Z",36.7941667,-121.5168333,6.67,3.92,"mw","nc72360741","6km SSE of San Juan Bautista, California","CA","06069"
"2014-12-05T20:44:15.000Z",61.7264,-147.5349,26.5,3.2,"ml","ak11457359","69km E of Sutton-Alpine, Alaska","AK","02170"
"2014-12-05T16:22:07.000Z",55.1777,-162.2997,148.9,3,"ml","usc000t43y","26km E of Cold Bay, Alaska","AK","02013"
"2014-12-05T13:48:24.000Z",57.2239,-157.4616,120.9,3.2,"ml","ak11456837","134km NE of Chignik Lake, Alaska","AK","02164"
"2014-12-05T11:30:13.000Z",61.8069,-150.8181,73.6,3.4,"ml","ak11456687","41km W of Willow, Alaska","AK","02170"
"2014-12-05T03:54:22.500Z",36.023,-97.0946,4.007,3.7,"mwr","usc000t3wu","7km NW of Perkins, Oklahoma","OK","40119"
"2014-12-04T23:29:58.800Z",35.8999,-97.2543,4.961,3.1,"ml","usc000t3w0","5km S of Langston, Oklahoma","OK","40083"
"2014-12-04T19:28:37.750Z",37.1075,-121.8128333,4.15,3.19,"mw","nc72360116","9km NNE of Day Valley, California","CA","06085"
"2014-12-04T18:04:17.800Z",36.758,-97.5781,5,3.5,"ml","usc000t3sn","14km ESE of Medford, Oklahoma","OK","40053"
"2014-12-04T16:53:21.190Z",33.9631667,-116.6346667,15.51,3.56,"ml","ci37066415","10km SSW of Morongo Valley, California","CA","06065"
"2014-12-04T11:59:43.699Z",41.8437,-119.6168,4.4592,3.1,"ml","nn00470576","71km ESE of Lakeview, Oregon","NV","32031"
"2014-12-04T11:34:52.300Z",36.2871,-97.4335,7.177,3,"ml","usc000t3ps","13km W of Perry, Oklahoma","OK","40103"
"2014-12-04T09:47:43.520Z",37.1969,-98.0016,6.68,3.1,"mb_lg","usc000t3p8","5km NNE of Anthony, Kansas","KS","20077"
"2014-12-04T08:38:29.400Z",36.4207,-97.2902,7.671,3,"ml","usc000t3nv","14km N of Perry, Oklahoma","OK","40103"
"2014-12-04T07:37:33.020Z",37.9735,-118.6686667,8.14,3.13,"ml","nc72359811","44km NE of Mammoth Lakes, California","CA","06051"
"2014-12-04T06:39:43.300Z",35.8197,-97.4383,5,3.2,"mwr","usc000t3ne","6km S of Guthrie, Oklahoma","OK","40083"
"2014-12-04T05:24:52.220Z",41.8798,-119.6357,11.476,4.1,"mwr","usc000t3n4","68km ESE of Lakeview, Oregon","NV","32031"
"2014-12-04T05:24:52.034Z",41.8812,-119.6445,11.0282,4.16,"ml","nn00486460","67km ESE of Lakeview, Oregon","NV","32031"
"2014-12-03T13:33:33.600Z",36.5021,-99.0279,6.661,3.7,"ml","usb000t2ex","17km ENE of Mooreland, Oklahoma","OK","40153"
"2014-12-03T03:13:54.113Z",41.8745,-119.6287,5.5487,3,"ml","nn00470343","68km ESE of Lakeview, Oregon","NV","32031"
"2014-12-02T21:57:20.310Z",37.1054,-104.9393,2.99,3,"ml","usb000t2bn","39km W of Trinidad, Colorado","CO","08071"
"2014-12-02T20:10:48.000Z",63.5401,-150.9298,11.4,3.4,"ml","ak11455112","100km W of Cantwell, Alaska","AK","02068"
"2014-12-02T16:25:53.500Z",36.1767,-97.2641,4.973,3,"ml","usb000t29e","12km S of Perry, Oklahoma","OK","40103"
"2014-12-02T12:40:13.520Z",37.2621,-97.6335,7.78,3,"mb_lg","usb000t25v","14km S of Conway Springs, Kansas","KS","20191"
"2014-12-02T12:04:29.400Z",35.671,-97.3788,7.103,3.4,"mwr","usb000t22s","9km ENE of Edmond, Oklahoma","OK","40109"
"2014-12-01T19:41:13.000Z",68.7497,-144.8795,12.6,3.1,"ml","ak11454347","74km NNE of Arctic Village, Alaska","AK","02185"
"2014-12-01T17:57:28.700Z",36.4955,-99.0834,8.502,3.3,"mwr","usb000t1x1","12km ENE of Mooreland, Oklahoma","OK","40153"
"2014-12-01T15:13:45.400Z",47.9475,-114.8878,8.6,3.5,"mc","mb14472169","50km WSW of Kalispell, Montana","MT","30029"
"2014-12-01T12:40:47.400Z",47.9418,-114.896,8,3.1,"mc","mb14001208","50km W of Lakeside, Montana","MT","30029"
"2014-12-01T07:53:44.230Z",34.9784,-111.7636,5,3.2,"ml","usb000t1i2","12km NNE of West Sedona, Arizona","AZ","04005"
"2014-12-01T07:44:06.890Z",34.9216,-111.6797,5,3,"ml","usb000t1i1","9km NE of Sedona, Arizona","AZ","04005"
"2014-12-01T05:57:37.030Z",35.0423,-111.7276,5,4.7,"mww","usb000t1hf","6km SSW of Kachina Village, Arizona","AZ","04005"
"2014-12-01T03:33:21.000Z",62.3488,-147.6262,42,3,"ml","ak11453427","88km NE of Sutton-Alpine, Alaska","AK","02170"
"2014-12-01T00:10:16.000Z",60.9639,-146.7629,14.8,3.8,"ml","ak11453391","29km SW of Valdez, Alaska","AK","02261"
"2014-11-30T22:59:56.100Z",44.9888,-111.8663,8.8,3.3,"mc","mb14382894","34km S of Virginia City, Montana","MT","30057"
